employee_id,first_name,last_name,gender,age,department_id,job_title,employment_type,experience_years,joining_date,salary,bonus,manager_id,location,country,performance,training_hours,manager_rating,project_count,certification_count,status,readiness_score,leadership_score,technical_score,business_score,skill_gap_score,promotion_probability,attrition_probability,engagement_score,promotion_target,attrition_target,learning_priority
EMP01421,Jason,Hernandez,Female,33,D020,Engineering geologist,Full-Time,6.0,2023-09-05,94750.82,964.86,EMP01411,Jamesview,Lesotho,3.0,114,2.9,2,4,Active,71.62,54.21,56.46,29.12,23.67,62.91,33.64,4.7,0,0,Low
EMP01422,Jessica,Jefferson,Female,29,D019,Trade union research officer,Full-Time,2.3,2025-10-20,116524.32,581.5,EMP01412,West Catherine,Turks and Caicos Islands,3.5,49,3.4,7,0,Active,47.71,49.5,66.69,67.28,47.77,48.6,20.94,4.8,0,0,High
EMP01423,Kelsey,Kidd,Male,35,D009,Government social research officer,Full-Time,10.8,2018-11-02,129918.02,10104.56,EMP01413,Mooreborough,Albania,3.8,119,4.0,5,1,Exited,79.38,69.41,71.93,82.83,16.56,74.4,72.43,2.8,0,1,Low
EMP01424,Andrew,Robinson,Female,25,D005,Social worker,Full-Time,3.3,2024-08-26,84608.64,10708.55,EMP01414,South Taylorview,San Marino,4.0,97,2.9,1,2,Active,68.12,40.61,77.92,84.45,30.57,54.37,15.65,3.6,0,0,Medium
EMP01425,Richard,Chen,Male,32,D019,"Civil engineer, contracting",Full-Time,13.1,2022-06-28,66740.16,9358.96,EMP01415,Dylanberg,Saint Martin,4.2,78,4.2,1,2,Active,81.26,65.4,53.37,59.91,12.76,73.33,10.21,3.1,0,0,Medium
EMP01426,Nicholas,Thomas,Female,26,D002,Investment analyst,Full-Time,5.3,2023-09-27,74509.03,10906.15,EMP01416,Port Jacobport,New Caledonia,4.9,6,5.0,14,4,Active,62.93,80.65,77.05,66.72,41.45,71.79,36.34,4.9,0,0,Medium
EMP01427,Amanda,Morris,Female,27,D009,"Accountant, chartered management",Full-Time,5.5,2024-02-22,106704.38,14103.32,EMP01417,Lake Daniel,Armenia,4.3,77,4.0,2,4,Active,76.05,50.49,68.12,85.94,20.17,63.27,13.61,4.7,0,0,High
EMP01428,Sara,Woodward,Female,34,D019,Health visitor,Full-Time,14.8,2016-12-15,84178.14,14924.62,EMP01418,Leehaven,Myanmar,2.7,10,1.8,5,1,Exited,56.53,34.84,58.28,60.73,47.48,45.68,95.88,1.4,0,1,Low
EMP01429,Nancy,Peterson,Female,36,D018,Event organiser,Full-Time,15.1,2021-07-20,136850.84,9060.08,EMP01419,Lake Jessicashire,Austria,2.8,20,2.9,5,0,Exited,65.79,76.08,65.68,65.6,29.82,70.93,76.58,2.7,0,1,Medium
EMP01430,Darrell,Kim,Prefer not to say,30,D003,"Teacher, early years/pre",Full-Time,12.5,2019-10-22,89929.71,14436.0,EMP01420,East Jonathanborough,South Georgia and the South Sandwich Islands,2.3,114,2.0,3,2,Exited,70.98,52.53,62.03,69.33,35.72,61.76,91.71,1.7,0,1,Medium
EMP01431,Heather,Nelson,Male,38,D015,Banker,Full-Time,19.2,2017-08-30,113335.59,18157.37,EMP01421,South Markton,Gambia,3.3,17,3.4,9,4,Exited,70.2,67.07,69.91,66.75,30.62,68.63,86.62,2.4,0,1,Medium
EMP01432,Rachel,Bass,Male,42,D017,Fast food restaurant manager,Full-Time,23.3,2016-12-18,140082.41,17002.73,EMP01422,New Sarah,Central African Republic,3.4,87,3.3,6,2,Active,98.28,90.26,70.41,100.0,6.65,94.27,36.66,4.7,1,0,Low
EMP01433,Jerry,Haynes,Male,34,D008,Licensed conveyancer,Contract,19.6,2020-07-17,128496.69,10774.37,EMP01423,Lake Anita,Ecuador,3.9,87,3.8,8,3,Active,89.17,77.32,41.15,71.7,14.49,83.24,31.51,3.5,1,0,Low
EMP01434,Isabella,Lopez,Male,22,D002,Politician's assistant,Full-Time,3.2,2025-06-06,52935.89,8351.13,EMP01424,New Jillbury,Canada,3.8,45,3.4,10,1,Active,55.49,62.05,49.96,71.39,52.34,58.77,13.57,4.6,0,0,Medium
EMP01435,Stefanie,Grant,Male,28,D001,Agricultural engineer,Full-Time,5.8,2022-04-22,122602.01,19964.71,EMP01425,South Craig,Zambia,3.0,77,2.2,11,1,Exited,59.28,31.26,35.94,75.78,47.41,45.27,96.99,1.1,0,1,Low
EMP01436,Daniel,Humphrey,Female,25,D003,Contracting civil engineer,Full-Time,3.5,2023-08-06,91657.06,5061.12,EMP01426,Leemouth,Ireland,3.9,89,4.7,12,4,Active,58.7,72.94,73.14,67.07,39.67,65.82,10.17,4.4,0,0,Medium
EMP01437,Timothy,Soto,Female,30,D008,Set designer,Full-Time,10.2,2026-06-08,105013.19,1385.3,EMP01427,East Louischester,Saint Pierre and Miquelon,3.9,103,3.8,3,3,Active,71.95,65.19,62.69,83.92,34.9,68.57,36.09,4.3,0,0,Low
EMP01438,Regina,Cameron,Female,32,D020,Market researcher,Contract,11.9,2022-06-04,137535.86,11983.47,EMP01428,Lake Jenna,Northern Mariana Islands,3.2,116,2.7,1,4,Active,74.46,55.84,44.9,57.92,25.28,65.15,13.49,4.8,0,0,High
EMP01439,Beverly,Leach,Male,26,D005,Structural engineer,Full-Time,5.5,2022-02-21,102834.39,9611.38,EMP01429,North Heather,Tanzania,2.8,112,1.7,5,3,Exited,72.56,23.82,46.01,68.74,29.23,48.19,77.57,1.0,0,1,Low
EMP01440,Joan,Decker,Female,25,D018,Outdoor activities/education manager,Part-Time,9.9,2024-11-10,106273.19,1696.91,EMP01430,New Emilyland,Isle of Man,5.0,40,5.0,14,2,Active,78.27,74.88,61.65,68.91,25.89,76.58,24.76,4.3,1,0,Low
EMP01441,Derek,Collier,Male,37,D005,Water engineer,Part-Time,11.7,2025-08-11,119085.33,1907.37,EMP01431,Hallborough,Czech Republic,4.6,17,4.5,8,3,Active,71.78,94.65,76.93,47.17,29.07,83.21,25.2,4.3,1,0,Low
EMP01442,April,Dillon,Male,35,D004,Music therapist,Full-Time,12.6,2025-12-03,112716.93,231.07,EMP01432,Joseland,Romania,3.9,18,3.4,6,2,Active,57.59,60.46,72.37,44.08,32.73,59.02,23.55,4.8,0,0,High
EMP01443,Amber,Villanueva,Male,29,D001,"Physicist, medical",Contract,5.4,2024-03-01,74760.96,2175.45,EMP01433,Monicaborough,Fiji,2.5,82,2.2,13,2,Exited,48.77,34.21,67.09,58.67,57.54,41.49,71.03,2.0,0,1,High
EMP01444,Jesse,Conway,Female,35,D020,"Administrator, local government",Full-Time,15.6,2024-05-19,108805.99,12796.59,EMP01434,Lake Cynthia,Guernsey,2.6,44,2.9,3,4,Active,63.5,68.33,83.67,40.02,37.76,65.92,10.13,4.3,0,0,Medium
EMP01445,David,Rodriguez,Female,35,D012,Waste management officer,Full-Time,11.4,2021-10-06,125376.92,20477.29,EMP01435,West Kevin,Iran,3.7,84,4.3,12,3,Active,74.07,85.94,85.04,92.04,31.56,80.01,37.85,3.6,1,0,Medium
EMP01446,Rebecca,Warner,Male,31,D008,Personnel officer,Full-Time,8.7,2026-03-29,73677.93,8435.18,EMP01436,Owenside,Georgia,4.0,61,4.0,4,3,Active,57.82,59.67,80.07,59.2,46.76,58.75,6.97,3.3,0,0,Medium
EMP01447,William,White,Prefer not to say,31,D015,"Engineer, mining",Full-Time,10.3,2018-11-01,97531.59,3738.55,EMP01437,Lake Emily,Guadeloupe,2.2,86,2.3,11,3,Exited,60.42,47.04,79.33,79.46,42.33,53.73,70.69,1.8,0,1,Low
EMP01448,Catherine,Lopez,Male,37,D019,Marketing executive,Full-Time,17.1,2021-10-21,109163.42,11405.0,EMP01438,South Sandraberg,Argentina,3.3,31,2.5,13,3,Active,74.56,53.25,86.21,48.82,16.82,63.9,33.24,4.5,0,0,Medium
EMP01449,Nicole,Shepherd,Female,35,D014,Information systems manager,Full-Time,16.7,2019-07-07,169175.17,32462.6,EMP01439,Matthewside,North Macedonia,4.3,6,4.7,3,0,Active,81.87,100.0,40.53,71.74,20.85,90.93,9.35,3.4,1,0,High
EMP01450,John,Martinez,Male,33,D007,Psychotherapist,Full-Time,9.2,2021-01-05,127808.46,14764.16,EMP01440,East Sarahport,Niue,2.8,27,2.4,5,4,Exited,52.15,47.68,58.35,100.0,46.2,49.91,98.3,1.9,0,1,Medium
EMP01451,Andrea,Weaver,Female,29,D004,"Nurse, learning disability",Full-Time,6.9,2020-06-13,102343.19,8187.59,EMP01441,Stevenside,Estonia,3.6,74,3.4,8,0,Exited,63.75,56.29,60.68,48.78,35.16,60.02,74.5,2.0,0,1,High
EMP01452,Matthew,Hall,Female,34,D008,Adult guidance worker,Full-Time,11.3,2024-10-29,121582.74,19863.05,EMP01442,Berryville,Singapore,2.6,16,2.8,6,2,Active,47.61,73.81,82.22,59.88,46.85,60.71,5.31,4.2,0,0,Medium
EMP01453,Amanda,George,Female,38,D005,"Radiographer, diagnostic",Full-Time,17.3,2022-12-01,120606.37,3510.09,EMP01443,South Juliastad,Antigua and Barbuda,4.0,11,3.9,7,4,Active,71.1,80.21,73.69,67.49,34.46,75.66,38.22,4.2,1,0,Medium
EMP01454,Jordan,Howard,Male,40,D008,"Journalist, newspaper",Full-Time,14.8,2021-06-29,149209.92,1429.4,EMP01444,Candiceborough,Romania,3.2,109,3.5,5,3,Active,80.6,69.41,55.63,53.56,16.09,75.0,31.59,4.1,1,0,Low
EMP01455,Martin,Davis,Male,33,D016,Ceramics designer,Full-Time,9.6,2017-05-25,113392.38,14819.26,EMP01445,West Marcochester,Lesotho,2.1,23,3.1,14,4,Exited,46.9,65.9,52.16,85.34,54.73,56.4,98.45,2.1,0,1,Low
EMP01456,Derek,Clark,Female,37,D009,Dramatherapist,Full-Time,10.8,2019-02-11,127517.05,7819.37,EMP01446,Coryborough,Nauru,2.9,38,2.8,9,4,Exited,52.96,64.07,84.24,95.79,44.48,58.51,83.27,2.6,0,1,Medium
EMP01457,Gregory,Barton,Male,39,D018,Chartered loss adjuster,Full-Time,17.7,2022-08-07,162632.06,43.07,EMP01447,Rodriguezbury,Pitcairn Islands,2.7,54,2.7,14,4,Active,78.65,82.49,86.37,65.19,21.76,80.57,8.25,4.0,1,0,Low
EMP01458,Ronald,King,Female,37,D012,Barista,Full-Time,15.2,2021-06-06,131476.0,16986.72,EMP01448,Owensport,French Polynesia,3.4,76,3.0,3,4,Active,80.61,75.02,67.0,72.97,17.44,77.82,16.1,3.8,1,0,Low
EMP01459,Melissa,Hall,Male,28,D007,Chartered management accountant,Full-Time,6.1,2024-05-07,81563.72,15617.8,EMP01449,Millerville,Spain,3.5,25,3.5,12,4,Active,45.66,65.79,90.1,69.95,44.8,55.72,35.14,3.6,0,0,Medium
EMP01460,Jamie,Edwards,Female,40,D020,"Restaurant manager, fast food",Full-Time,19.6,2019-06-03,122093.63,4736.63,EMP01450,Mckenziemouth,Cameroon,3.9,27,4.1,10,3,Active,97.73,100.0,68.77,64.12,1.73,98.87,37.45,3.2,1,0,Medium
EMP01461,Leah,Robinson,Male,41,D015,Horticultural therapist,Full-Time,17.7,2019-04-30,90461.96,3461.77,EMP01451,Johnmouth,Norway,4.7,39,3.8,2,1,Active,92.26,100.0,82.36,59.2,5.54,96.13,9.55,3.1,1,0,Medium
EMP01462,Jeffrey,Brown,Female,22,D001,"Conservation officer, nature",Full-Time,0.9,2025-09-12,40983.48,7439.5,EMP01452,South Karenbury,Guernsey,1.7,42,1.2,12,3,Exited,26.65,12.56,83.42,53.6,74.91,19.6,73.08,2.8,0,1,High
EMP01463,Daisy,Allen,Male,41,D003,Neurosurgeon,Full-Time,14.7,2021-06-11,85873.83,16957.74,EMP01453,Harrisonberg,Tanzania,3.0,114,3.7,6,1,Active,85.97,89.58,72.28,91.08,5.39,87.78,29.21,3.5,1,0,Medium
EMP01464,April,Jacobson,Male,35,D016,Diagnostic radiographer,Contract,19.9,2019-09-10,113051.35,19017.03,EMP01454,Haynesfort,Netherlands Antilles,3.6,40,3.8,11,3,Active,84.68,82.96,57.43,43.85,19.1,83.82,37.54,3.9,1,0,Medium
EMP01465,Colleen,Owen,Male,38,D009,"Copywriter, advertising",Full-Time,16.1,2019-07-29,111130.03,3876.14,EMP01455,South Catherinestad,Cambodia,2.4,58,2.8,1,3,Exited,68.69,67.18,75.54,83.66,30.95,67.93,76.7,1.1,0,1,High
EMP01466,Charles,Harper,Female,37,D007,Museum education officer,Full-Time,20.7,2019-03-15,135294.39,1280.78,EMP01456,Port Christian,Brunei Darussalam,2.9,108,3.6,12,1,Active,88.13,82.53,95.74,34.44,17.66,85.33,10.74,3.5,1,0,Medium
EMP01467,Jennifer,Boyd,Male,23,D014,Insurance risk surveyor,Full-Time,9.0,2019-05-03,66781.88,2249.46,EMP01457,South Kristineport,American Samoa,3.8,56,3.9,3,4,Exited,67.96,66.48,76.28,82.74,38.82,67.22,84.79,1.1,0,1,High
EMP01468,Amy,Doyle,Female,38,D012,Higher education lecturer,Full-Time,12.6,2020-08-21,89039.64,6385.89,EMP01458,Lake Gracemouth,Chad,3.2,30,2.6,10,0,Exited,58.73,56.15,49.02,55.13,38.99,57.44,96.98,1.8,0,1,Medium
EMP01469,Joan,Rowe,Female,37,D017,Civil Service administrator,Full-Time,14.8,2018-07-31,98211.61,15171.63,EMP01459,New Ronald,Bahrain,4.0,116,5.0,4,4,Active,94.99,93.21,49.19,72.17,9.78,94.1,39.6,4.3,1,0,Medium
EMP01470,Marc,Howell,Male,42,D019,Secretary/administrator,Contract,18.4,2017-04-16,139351.94,18252.06,EMP01460,Port Brian,Denmark,5.0,90,5.0,3,0,Active,100.0,92.83,53.27,55.29,2.73,96.41,25.94,3.9,1,0,High
EMP01471,Franklin,Curtis,Female,29,D003,Advice worker,Full-Time,6.9,2021-12-23,103093.9,15433.02,EMP01461,New Russellborough,Nigeria,3.3,60,3.2,6,0,Active,66.82,65.62,80.65,71.83,34.57,66.22,38.58,3.0,0,0,High
EMP01472,Joshua,Patterson,Male,40,D008,"Conservator, furniture",Contract,12.1,2026-05-13,147924.94,7939.35,EMP01462,New Katelynville,Norway,2.4,78,2.5,13,1,Active,55.92,67.18,67.47,45.79,48.01,61.55,21.28,4.3,0,0,Medium
EMP01473,Melanie,Stanley,Male,35,D013,Health physicist,Full-Time,14.1,2018-09-28,152415.34,27467.05,EMP01463,Onealside,Taiwan,4.3,50,3.7,6,0,Active,88.09,71.6,51.45,82.92,13.96,79.84,38.9,3.2,1,0,Medium
EMP01474,Anthony,Cox,Female,36,D006,Location manager,Full-Time,15.1,2024-02-03,133340.68,19391.49,EMP01464,Edwardsside,Greece,2.6,84,2.5,7,3,Active,67.8,59.76,59.83,62.21,34.6,63.78,36.81,4.8,0,0,High
EMP01475,Kathy,Kramer,Male,37,D009,Television floor manager,Full-Time,13.7,2021-01-08,86924.39,7137.09,EMP01465,Vaughnfort,Slovenia,3.4,107,3.6,11,4,Active,75.25,77.02,82.39,39.48,21.15,76.14,37.25,3.2,1,0,Low
EMP01476,Kimberly,Ryan,Female,36,D005,Hospital doctor,Full-Time,12.0,2022-11-18,79707.42,4638.72,EMP01466,Alexisville,Bulgaria,2.7,23,2.6,9,0,Active,51.03,65.74,63.12,87.14,48.08,58.39,36.63,4.8,0,0,High
EMP01477,Kimberly,Taylor,Male,47,D019,"Biochemist, clinical",Full-Time,21.3,2019-09-24,123127.43,11788.72,EMP01467,Lake Michael,Anguilla,3.0,55,3.0,10,0,Active,88.63,90.38,68.73,44.77,17.18,89.5,8.25,4.7,1,0,Medium
EMP01478,Hannah,Ramirez,Female,37,D019,Retail banker,Full-Time,13.3,2020-01-30,109086.8,9063.44,EMP01468,North Shawn,Latvia,4.1,54,3.8,6,4,Active,86.2,76.64,86.56,91.15,10.65,81.42,30.81,4.6,1,0,Medium
EMP01479,Michelle,Daniel,Male,39,D018,Magazine journalist,Full-Time,11.7,2026-02-28,103481.15,9572.03,EMP01469,Marktown,Swaziland,3.7,3,3.7,2,2,Active,59.53,79.13,71.57,55.94,39.04,69.33,18.91,4.2,0,0,High
EMP01480,Jennifer,Hart,Male,50,D016,Training and development officer,Full-Time,22.1,2017-03-07,141470.93,8030.12,EMP01470,Peterville,Isle of Man,4.1,97,3.6,13,3,Active,100.0,71.45,62.47,70.84,3.18,85.73,5.41,4.7,1,0,Medium
EMP01481,Christopher,Curry,Female,29,D012,Facilities manager,Full-Time,7.9,2021-12-25,68052.52,7326.33,EMP01471,Rodriguezbury,United Arab Emirates,2.8,4,3.2,11,3,Active,40.42,52.76,81.31,88.91,59.28,46.59,13.75,3.9,0,0,Low
EMP01482,Frederick,Jacobs,Female,26,D020,IT technical support officer,Full-Time,5.2,2022-06-10,94910.34,11282.35,EMP01472,Brandonmouth,Estonia,4.1,64,4.1,13,4,Active,65.04,73.59,82.77,80.92,37.63,69.32,9.32,3.2,0,0,High
EMP01483,Judy,Thompson,Female,33,D019,"Optician, dispensing",Full-Time,12.1,2019-02-09,97358.49,16456.55,EMP01473,Port Nicholas,Zambia,2.0,67,2.0,9,3,Exited,56.34,54.71,54.32,72.66,51.4,55.52,78.58,2.3,0,1,Low
EMP01484,Dana,Rodriguez,Male,36,D015,Midwife,Full-Time,16.4,2022-12-08,115753.87,17920.3,EMP01474,Juanmouth,Pitcairn Islands,4.8,119,4.7,11,1,Active,100.0,96.66,69.0,80.06,0.98,98.33,34.72,3.7,1,0,Medium
EMP01485,Christopher,Webb,Male,22,D008,Financial adviser,Full-Time,3.6,2024-03-21,85963.91,4224.17,EMP01475,Cardenaston,Tunisia,3.6,56,3.1,3,2,Active,55.26,44.28,59.95,47.48,47.39,49.77,32.89,3.9,0,0,Medium
EMP01486,Hailey,Frank,Male,35,D012,Legal secretary,Full-Time,12.9,2025-10-10,109731.73,18319.13,EMP01476,Christopherberg,Egypt,4.0,101,4.2,10,2,Active,89.25,90.5,76.87,65.11,1.06,89.87,39.77,3.9,1,0,Medium
EMP01487,Timothy,Lopez,Male,35,D016,"Designer, industrial/product",Full-Time,16.3,2019-05-11,128132.14,2484.97,EMP01477,Sarahton,Guam,3.7,5,4.1,9,3,Exited,68.86,70.14,86.46,68.89,27.97,69.5,97.25,1.7,0,1,Medium
EMP01488,Linda,Curtis,Female,32,D010,Health and safety inspector,Full-Time,12.5,2025-09-01,63176.31,5158.83,EMP01478,Philipchester,Montenegro,3.8,14,3.4,11,3,Active,62.38,78.96,68.39,71.23,43.38,70.67,33.83,3.3,0,0,Medium
EMP01489,Scott,Hodges,Male,33,D006,Financial risk analyst,Full-Time,6.7,2021-09-20,99040.53,14754.93,EMP01479,East Williammouth,Cuba,4.3,69,5.0,2,3,Active,68.76,63.39,65.88,45.41,35.99,66.08,19.88,3.1,0,0,High
EMP01490,Patricia,Davis,Female,37,D005,"Psychotherapist, dance movement",Full-Time,14.6,2018-08-28,129847.48,21755.69,EMP01480,New Katelyn,Canada,3.7,21,3.7,3,1,Exited,65.57,52.51,66.21,74.4,44.55,59.04,73.31,2.4,0,1,Medium
EMP01491,Deborah,Morales,Male,38,D006,Professor Emeritus,Contract,15.1,2017-01-05,130814.88,20226.92,EMP01481,East Darrell,Haiti,3.5,15,4.3,9,4,Active,70.99,100.0,80.64,54.56,36.14,85.49,8.49,4.0,1,0,High
EMP01492,Brian,Brown,Male,27,D016,Therapeutic radiographer,Full-Time,5.5,2023-06-22,96740.29,6576.72,EMP01482,East Christine,Italy,3.8,105,3.7,13,3,Active,66.46,75.08,69.34,85.31,36.05,70.77,15.94,3.1,0,0,Medium
EMP01493,Crystal,Wiley,Male,31,D007,Lawyer,Full-Time,11.0,2025-02-01,102307.61,8614.88,EMP01483,Tuckerborough,Vanuatu,3.2,73,3.6,1,2,Active,68.25,51.74,59.98,61.61,36.86,60.0,28.04,3.2,0,0,Medium
EMP01494,Tanya,Lewis,Male,35,D017,Applications developer,Full-Time,12.9,2019-01-24,132792.62,4874.59,EMP01484,Jamesstad,British Virgin Islands,3.9,15,3.5,8,1,Exited,70.77,64.37,53.57,71.65,28.49,67.57,75.53,2.7,0,1,Medium
EMP01495,Anthony,Howell,Male,33,D018,Product manager,Contract,6.5,2024-05-20,40000.0,6151.64,EMP01485,Christinaville,Uzbekistan,3.0,100,2.8,1,2,Active,58.6,56.17,72.08,86.46,29.64,57.39,16.94,3.2,0,0,Medium
EMP01496,Edward,Lee,Male,40,D002,Pensions consultant,Full-Time,16.1,2022-01-14,120380.36,7794.4,EMP01486,Maciasmouth,Norway,2.8,13,2.7,2,3,Active,66.37,70.18,46.7,56.88,25.98,68.27,34.38,4.4,0,0,Low
EMP01497,Michael,Patterson,Female,40,D015,Medical laboratory scientific officer,Full-Time,16.2,2019-03-31,126043.08,19835.47,EMP01487,Wrightstad,Malawi,4.0,50,5.0,6,2,Active,86.81,93.2,53.98,78.91,20.37,90.0,27.41,3.6,1,0,Medium
EMP01498,Nicholas,Johnson,Male,34,D008,IT trainer,Full-Time,11.0,2016-08-30,89900.16,632.63,EMP01488,Padillashire,Slovenia,3.1,89,3.0,7,3,Exited,60.61,58.31,68.26,78.09,43.08,59.46,85.05,1.3,0,1,Medium
EMP01499,Darius,Schwartz,Male,25,D014,Proofreader,Full-Time,4.6,2025-11-18,84582.21,4701.28,EMP01489,East Matthew,Togo,2.9,60,2.9,14,1,Active,53.29,61.37,69.46,62.35,46.77,57.33,35.15,4.3,0,0,Medium
EMP01500,Robin,Martinez,Non-Binary,31,D017,Environmental health practitioner,Full-Time,4.2,2025-03-22,88252.73,7377.45,EMP01490,Jeremychester,Svalbard & Jan Mayen Islands,2.8,102,3.1,7,4,Active,55.99,53.98,53.32,69.44,45.23,54.98,6.62,3.8,0,0,Medium
EMP01501,Debbie,Sandoval,Non-Binary,29,D004,"Radiographer, diagnostic",Full-Time,5.2,2022-03-24,75938.18,6206.35,EMP01491,South Richard,Cook Islands,3.2,61,3.7,4,3,Active,54.82,71.01,63.81,11.29,43.08,62.91,15.48,4.4,0,0,Medium
EMP01502,Karen,Mann,Male,31,D011,Forensic psychologist,Full-Time,8.2,2021-08-14,114157.74,6999.61,EMP01492,Davismouth,Portugal,4.1,69,4.0,9,0,Active,71.39,65.63,86.05,55.97,19.43,68.51,28.31,3.6,0,0,Low
EMP01503,Jose,Villegas,Female,38,D015,"Surveyor, minerals",Full-Time,16.8,2024-08-26,78647.89,7127.81,EMP01493,Port Samuelborough,Sweden,5.0,11,4.5,5,4,Active,88.08,99.21,43.11,60.86,17.9,93.65,17.95,4.4,1,0,Medium
EMP01504,Christopher,Mccarthy,Female,27,D014,Manufacturing engineer,Full-Time,7.2,2021-07-09,42146.89,3056.91,EMP01494,Candicemouth,Latvia,3.4,39,3.6,8,0,Exited,62.51,42.17,64.49,43.88,42.31,52.34,89.21,2.7,0,1,High
EMP01505,Lisa,White,Male,36,D001,"Designer, fashion/clothing",Full-Time,12.4,2026-05-09,69180.51,8505.33,EMP01495,Tiffanyview,Armenia,3.9,83,4.4,9,2,Active,79.19,83.71,60.23,35.68,21.35,81.45,17.81,4.4,1,0,High
EMP01506,Caroline,Anderson,Female,40,D013,Lawyer,Full-Time,20.5,2019-02-03,114195.27,6104.98,EMP01496,Lindsaychester,British Virgin Islands,3.1,90,2.8,12,1,Active,89.28,74.51,81.96,54.51,9.01,81.9,32.22,4.2,1,0,Low
EMP01507,Barbara,Jackson,Male,39,D007,Call centre manager,Full-Time,15.3,2026-03-17,105202.54,9482.98,EMP01497,Wayneberg,Slovenia,3.4,66,2.9,6,4,Active,72.29,70.19,92.41,45.47,33.32,71.24,12.34,4.3,0,0,Low
EMP01508,Thomas,Jackson,Male,35,D014,"Doctor, hospital",Full-Time,11.3,2024-02-11,135034.91,2071.48,EMP01498,Amandabury,Guam,2.4,64,1.9,8,3,Exited,55.21,43.81,55.04,56.67,45.7,49.51,72.64,1.8,0,1,Medium
EMP01509,Travis,Rosales,Male,32,D015,"Doctor, hospital",Full-Time,5.4,2022-05-09,104531.18,6313.4,EMP01499,New Audreymouth,Korea,2.4,45,2.0,3,1,Exited,51.95,30.16,85.95,94.7,47.11,41.06,78.02,2.0,0,1,Medium
EMP01510,Renee,Nelson,Male,31,D016,Lawyer,Full-Time,10.0,2018-07-02,100491.24,2791.37,EMP01500,New Matthew,Tajikistan,1.7,23,1.7,10,3,Exited,48.42,50.91,82.65,74.91,50.1,49.67,82.87,1.4,0,1,High
EMP01511,Chase,Barker,Female,32,D012,Structural engineer,Full-Time,13.4,2024-09-27,107745.78,14364.62,EMP01501,Davidshire,Sudan,3.8,99,4.3,11,1,Active,83.23,77.29,67.32,50.54,8.64,80.26,12.6,4.1,1,0,Medium
EMP01512,Gregory,Fox,Female,41,D015,Horticultural therapist,Full-Time,18.3,2017-04-10,126211.37,7357.22,EMP01502,Lake Marissa,Lesotho,2.8,73,2.5,7,2,Exited,83.8,58.54,91.3,63.54,8.04,71.17,92.53,1.8,0,1,Low
EMP01513,Kathryn,Conner,Female,40,D019,Personnel officer,Full-Time,16.7,2018-12-18,126178.09,13130.73,EMP01503,Ritaland,Gambia,4.3,44,4.3,12,2,Active,81.03,97.03,61.08,77.46,22.03,89.03,8.15,3.8,1,0,High
EMP01514,Walter,Bowen,Female,28,D014,"Programmer, systems",Full-Time,7.0,2025-12-18,73997.51,2270.18,EMP01504,Pennyville,Georgia,4.9,92,4.9,10,4,Active,87.31,78.3,71.36,89.21,9.88,82.81,15.91,4.0,1,0,Medium
EMP01515,Kristina,Cochran,Female,36,D004,"Therapist, drama",Full-Time,15.7,2018-07-31,126593.66,15392.15,EMP01505,Erikland,Belize,3.2,82,2.8,13,4,Active,86.63,87.79,69.97,64.29,7.8,87.21,15.55,4.6,1,0,Low
EMP01516,Lee,Brown,Male,39,D007,Arts development officer,Full-Time,12.0,2021-10-31,102697.75,15582.99,EMP01506,Johnnyton,Northern Mariana Islands,3.9,14,3.5,14,0,Active,62.58,74.05,58.24,66.79,35.66,68.31,5.95,4.6,0,0,Medium
EMP01517,Taylor,Nunez,Male,38,D006,Charity fundraiser,Full-Time,17.7,2017-01-05,88537.02,9416.04,EMP01507,Fordfurt,Italy,4.3,0,4.9,9,1,Active,79.26,100.0,47.6,64.23,18.86,89.63,15.97,3.3,1,0,Low
EMP01518,William,Sanchez,Female,27,D002,Regulatory affairs officer,Full-Time,4.1,2023-06-04,83387.03,9685.54,EMP01508,West Renee,United States Virgin Islands,3.3,21,3.7,5,3,Active,37.07,54.06,73.95,82.54,65.76,45.56,23.35,3.7,0,0,Medium
EMP01519,Tanner,Quinn,Male,38,D018,"Journalist, broadcasting",Contract,20.4,2020-05-04,102547.01,7265.43,EMP01509,Troyton,Turks and Caicos Islands,3.6,84,3.5,5,4,Active,91.34,80.24,46.37,56.05,6.74,85.79,20.49,4.1,1,0,Low
EMP01520,Bradley,Hamilton,Female,28,D015,"Doctor, general practice",Contract,7.2,2024-03-06,97240.12,18718.49,EMP01510,Andrewstad,Jamaica,3.4,44,3.3,2,4,Active,59.09,58.72,68.63,54.5,37.74,58.9,27.14,4.1,0,0,Medium
EMP01521,Brandon,Parker,Non-Binary,36,D018,"Designer, industrial/product",Full-Time,13.8,2022-09-02,110065.37,12202.27,EMP01511,Lake Elizabeth,Canada,4.6,52,4.3,11,0,Active,83.41,79.72,44.84,77.39,17.91,81.57,28.08,4.0,1,0,Medium
EMP01522,Ebony,Smith,Male,35,D003,Quantity surveyor,Contract,12.6,2018-03-01,79204.2,11741.21,EMP01512,Fieldsmouth,Brazil,4.0,95,4.4,12,2,Active,89.08,86.04,61.35,53.01,17.93,87.56,6.53,4.1,1,0,Medium
