candidate_id,requisition_id,first_name,last_name,experience_years,status
CAND01619,REQ22631,Melissa,Scott,3.0,Interviewing
CAND01620,REQ01309,Michael,Thomas,7.7,Rejected
CAND01621,REQ06349,Johnathan,Morales,10.0,Rejected
CAND01622,REQ03496,Allen,Holden,17.8,Rejected
CAND01623,REQ22829,Erin,Martinez,3.2,Interviewing
CAND01624,REQ01187,Jonathan,Davidson,11.3,Rejected
CAND01625,REQ17566,Cindy,Rice,0.5,Rejected
CAND01626,REQ08712,Evan,Williams,8.6,Rejected
CAND01627,REQ12788,Nicholas,Combs,19.1,Interviewing
CAND01628,REQ03890,Gary,Johnson,2.4,Interviewing
CAND01629,REQ11669,Marisa,Schmidt,9.3,Hired
CAND01630,REQ11563,Kristen,Graham,18.5,Rejected
CAND01631,REQ08502,William,Lewis,0.8,Rejected
CAND01632,REQ17267,Hunter,Kelly,6.4,Rejected
CAND01633,REQ09610,Andrea,Bailey,16.6,Rejected
CAND01634,REQ00012,Kristin,Morales,19.1,Hired
CAND01635,REQ14435,Sandra,Guzman,14.6,Rejected
CAND01636,REQ07222,Jared,Hudson,10.4,Rejected
CAND01637,REQ17763,Ashley,Huff,14.2,Rejected
CAND01638,REQ01345,Kenneth,Thompson,12.0,Rejected
CAND01639,REQ07762,Erin,Moore,8.4,Rejected
CAND01640,REQ10876,Mary,Bryan,1.3,Rejected
CAND01641,REQ02965,Colleen,Ramos,19.3,Offer Extended
CAND01642,REQ13856,Madison,Jones,10.0,Rejected
CAND01643,REQ24359,Wendy,Yates,7.3,Hired
CAND01644,REQ05404,Maria,Brown,7.1,Rejected
CAND01645,REQ02989,Ryan,Hartman,1.4,Rejected
CAND01646,REQ08986,Jessica,Trevino,13.8,Interviewing
CAND01647,REQ17746,Joel,Dunlap,17.1,Rejected
CAND01648,REQ08419,Audrey,Price,9.4,Interviewing
CAND01649,REQ16280,David,Walters,19.9,Rejected
CAND01650,REQ18283,Crystal,Jones,2.5,Interviewing
CAND01651,REQ00979,Tiffany,Evans,18.9,Rejected
CAND01652,REQ16012,Lisa,Wilkerson,6.5,Rejected
CAND01653,REQ03943,Debra,Allen,1.5,Hired
CAND01654,REQ16644,Megan,Martinez,17.4,Rejected
CAND01655,REQ13851,Tiffany,Harris,17.2,Rejected
CAND01656,REQ12096,Steve,Hernandez,12.1,Rejected
CAND01657,REQ07829,Chris,Martinez,9.7,Rejected
CAND01658,REQ05452,Lisa,Fox,13.7,Rejected
CAND01659,REQ17340,Natalie,Daniels,9.7,Offer Extended
CAND01660,REQ06750,Mary,Irwin,8.2,Rejected
CAND01661,REQ21754,Lacey,Brown,14.7,Rejected
CAND01662,REQ19818,Carol,Anderson,6.6,Interviewing
CAND01663,REQ04896,Mary,Stephens,6.0,Rejected
CAND01664,REQ23480,Ralph,Barnes,0.5,Rejected
CAND01665,REQ16255,Michael,Morrow,17.8,Rejected
CAND01666,REQ17311,Jeffrey,Hopkins,10.5,Rejected
CAND01667,REQ10193,Joel,Santana,16.3,Offer Extended
CAND01668,REQ03010,Abigail,Francis,19.9,Rejected
CAND01669,REQ07852,Dana,Garcia,14.5,Interviewing
CAND01670,REQ00434,Brian,Graves,8.4,Rejected
CAND01671,REQ09820,Chelsey,Adams,7.6,Interviewing
CAND01672,REQ22355,Jessica,Castillo,15.2,Hired
CAND01673,REQ21559,Eric,Clark,16.0,Hired
CAND01674,REQ02518,Valerie,Odom,2.4,Rejected
CAND01675,REQ10157,Peggy,Martin,13.6,Rejected
CAND01676,REQ02602,Jose,Young,10.4,Interviewing
CAND01677,REQ15426,Michele,Perry,19.7,Interviewing
CAND01678,REQ10535,Pam,Ellis,16.5,Rejected
CAND01679,REQ18345,Jill,Frederick,5.2,Rejected
CAND01680,REQ24161,Jonathan,Smith,2.4,Rejected
CAND01681,REQ13519,Michael,Stout,12.1,Hired
CAND01682,REQ01606,Anita,Alvarez,15.4,Rejected
CAND01683,REQ21309,Jasmine,Smith,17.7,Rejected
CAND01684,REQ21153,Brian,Perkins,19.7,Interviewing
CAND01685,REQ01232,Ann,Kennedy,15.6,Interviewing
CAND01686,REQ14768,Kyle,Clayton,13.3,Offer Extended
CAND01687,REQ12561,John,Stone,12.0,Interviewing
CAND01688,REQ11473,Tim,Henderson,13.7,Rejected
CAND01689,REQ01852,Susan,Frye,5.9,Rejected
CAND01690,REQ23272,Jill,Rios,18.2,Rejected
CAND01691,REQ18824,Christina,King,12.5,Rejected
CAND01692,REQ10035,Walter,Kelly,17.5,Hired
CAND01693,REQ16902,Taylor,Church,12.1,Rejected
CAND01694,REQ04671,Julie,Sutton,6.6,Rejected
CAND01695,REQ09818,Caitlin,Gallagher,12.9,Hired
CAND01696,REQ04433,Robert,King,19.7,Rejected
CAND01697,REQ19408,Nicole,Mitchell,10.4,Rejected
CAND01698,REQ22115,Virginia,Briggs,5.5,Rejected
CAND01699,REQ08080,Alyssa,Montoya,13.4,Rejected
CAND01700,REQ14113,Justin,Peters,2.1,Interviewing
CAND01701,REQ07898,Kimberly,Mejia,14.8,Rejected
CAND01702,REQ02031,Jessica,Palmer,4.7,Rejected
CAND01703,REQ21822,Jose,Conway,6.9,Rejected
CAND01704,REQ16716,Patrick,Phillips,17.6,Rejected
CAND01705,REQ13044,Andrew,Mora,10.1,Rejected
CAND01706,REQ21281,Willie,Bennett,3.1,Rejected
CAND01707,REQ19489,Heather,Andrews,18.1,Interviewing
CAND01708,REQ16331,Lauren,Rojas,0.6,Rejected
CAND01709,REQ03217,William,Hamilton,3.6,Hired
CAND01710,REQ02166,William,Harmon,7.4,Rejected
CAND01711,REQ03500,Christopher,Hardy,13.2,Offer Extended
CAND01712,REQ05943,James,Cunningham,3.1,Rejected
CAND01713,REQ07267,Mary,Peterson,7.0,Interviewing
CAND01714,REQ00462,Brian,Brown,19.1,Rejected
CAND01715,REQ07931,Connie,Knight,17.1,Hired
CAND01716,REQ08614,Crystal,Miller,5.2,Interviewing
CAND01717,REQ11801,Tracy,Jones,18.1,Rejected
CAND01718,REQ09517,Roberta,Nguyen,13.6,Offer Extended
CAND01719,REQ06222,Haley,Baker,19.8,Rejected
CAND01720,REQ15627,Savannah,Chavez,17.6,Interviewing
CAND01721,REQ23422,Diana,Bartlett,0.2,Rejected
CAND01722,REQ00946,Charles,Meza,14.0,Offer Extended
CAND01723,REQ02322,Steven,Vargas,19.9,Rejected
CAND01724,REQ02241,Stephanie,Cox,8.2,Rejected
CAND01725,REQ08911,Mary,Ewing,18.4,Rejected
CAND01726,REQ15163,Kevin,Lawrence,1.8,Rejected
CAND01727,REQ16831,Amanda,Porter,11.1,Hired
CAND01728,REQ17846,David,Avila,19.1,Rejected
CAND01729,REQ20502,Christopher,Newman,13.7,Rejected
CAND01730,REQ23152,Sean,Peterson,12.2,Rejected
CAND01731,REQ14016,Andrew,Hernandez,11.7,Rejected
CAND01732,REQ17184,Ross,Arnold,18.9,Rejected
CAND01733,REQ02119,Patricia,Clarke,14.2,Interviewing
CAND01734,REQ04449,Kristopher,Munoz,12.8,Rejected
CAND01735,REQ02706,Karen,Perez,17.5,Rejected
CAND01736,REQ01290,Nicole,Rose,6.2,Rejected
CAND01737,REQ00857,Gary,Ortiz,5.8,Interviewing
CAND01738,REQ13269,Tracie,Davis,17.6,Rejected
CAND01739,REQ12983,Alyssa,Farley,0.2,Rejected
CAND01740,REQ22047,Deanna,Ballard,3.8,Rejected
CAND01741,REQ02470,Amy,Lee,14.9,Hired
CAND01742,REQ16546,Amber,Lewis,5.7,Rejected
CAND01743,REQ02329,Tammy,Ho,2.4,Rejected
CAND01744,REQ19199,Sarah,Larson,11.1,Rejected
CAND01745,REQ13331,Christina,Smith,6.2,Hired
CAND01746,REQ22986,Jennifer,Rose,9.0,Hired
CAND01747,REQ19618,Jeff,Moore,7.5,Rejected
CAND01748,REQ02237,Morgan,Morales,5.3,Offer Extended
CAND01749,REQ17575,Alice,Moreno,1.8,Rejected
CAND01750,REQ08314,Anthony,Fletcher,7.2,Rejected
CAND01751,REQ21653,Susan,George,15.1,Interviewing
CAND01752,REQ10950,Natalie,Martin,17.9,Rejected
CAND01753,REQ06764,Bonnie,Kirby,10.0,Rejected
CAND01754,REQ09075,Carla,Perez,17.9,Interviewing
CAND01755,REQ17547,Jesse,Bennett,8.3,Rejected
CAND01756,REQ18146,Benjamin,Brown,9.7,Rejected
CAND01757,REQ19773,Angela,Berry,19.6,Rejected
CAND01758,REQ05334,Erin,Hall,1.5,Rejected
CAND01759,REQ08386,Kimberly,Diaz,8.4,Hired
CAND01760,REQ13018,Michael,Herrera,18.1,Hired
CAND01761,REQ01424,Michael,Walker,17.4,Rejected
CAND01762,REQ17701,Connie,Evans,17.2,Offer Extended
CAND01763,REQ06347,Jessica,Davis,18.1,Hired
CAND01764,REQ06106,Tammy,Clark,15.0,Rejected
CAND01765,REQ01654,Anthony,Cooper,10.5,Rejected
CAND01766,REQ01264,Dustin,Graham,13.1,Rejected
CAND01767,REQ11248,Steve,Fritz,0.6,Rejected
CAND01768,REQ21885,Carolyn,Moss,5.8,Rejected
CAND01769,REQ00439,Edward,Lucas,11.3,Rejected
CAND01770,REQ19323,Bianca,Martinez,9.1,Rejected
CAND01771,REQ17820,Michael,Schneider,12.5,Rejected
CAND01772,REQ18823,Dana,Gillespie,19.7,Rejected
CAND01773,REQ04029,Whitney,Alexander,9.9,Rejected
CAND01774,REQ02116,Christine,Perez,3.5,Rejected
CAND01775,REQ08641,Matthew,Smith,14.6,Rejected
CAND01776,REQ07966,Christopher,Johns,16.8,Rejected
CAND01777,REQ10103,Erica,Boyer,10.0,Rejected
CAND01778,REQ23266,Ashley,Edwards,15.7,Rejected
CAND01779,REQ22629,Aaron,Jones,13.2,Rejected
CAND01780,REQ24671,Jill,Payne,0.1,Rejected
CAND01781,REQ20831,Joshua,Roberson,7.0,Rejected
CAND01782,REQ21812,Melody,Brown,10.0,Rejected
CAND01783,REQ07467,James,Bennett,13.1,Rejected
CAND01784,REQ09877,Ryan,Lawson,8.7,Rejected
CAND01785,REQ20754,Sandra,Perry,16.3,Interviewing
CAND01786,REQ01031,Mark,Brown,17.9,Offer Extended
CAND01787,REQ13759,Alicia,Tyler,9.8,Rejected
CAND01788,REQ01254,James,Sanchez,7.4,Rejected
CAND01789,REQ18218,Katherine,Martinez,7.9,Interviewing
CAND01790,REQ03005,Erik,Patterson,19.8,Rejected
CAND01791,REQ16774,Diana,Ward,12.0,Rejected
CAND01792,REQ21219,William,Williams,2.9,Rejected
CAND01793,REQ05981,Dennis,Allison,19.9,Rejected
CAND01794,REQ23711,Kimberly,Wallace,19.0,Rejected
CAND01795,REQ15761,Ruben,Roberts,15.9,Rejected
CAND01796,REQ02767,Alicia,Clark,11.7,Rejected
CAND01797,REQ23601,Robert,Carter,6.1,Rejected
CAND01798,REQ11485,Jeffrey,Bishop,8.7,Rejected
CAND01799,REQ24305,Jillian,Phillips,12.8,Rejected
CAND01800,REQ14273,Randy,Edwards,3.0,Rejected
CAND01801,REQ02071,Daniel,Donovan,11.9,Rejected
CAND01802,REQ03438,Glenn,Young,18.8,Rejected
CAND01803,REQ16806,Levi,Lewis,7.8,Rejected
CAND01804,REQ11236,Patrick,Hunt,15.1,Hired
CAND01805,REQ09829,Scott,Pratt,0.5,Rejected
CAND01806,REQ13531,Tiffany,King,10.9,Rejected
CAND01807,REQ07387,Jennifer,Malone,17.6,Rejected
CAND01808,REQ22751,James,Watson,6.1,Rejected
CAND01809,REQ21166,Michele,Zavala,10.1,Rejected
CAND01810,REQ22696,Claudia,Stein,6.2,Rejected
CAND01811,REQ07875,Janet,Weaver,10.7,Rejected
CAND01812,REQ11842,Diana,Johnson,9.2,Rejected
CAND01813,REQ12657,Denise,Newman,0.7,Rejected
CAND01814,REQ05693,Yolanda,Castro,13.8,Rejected
CAND01815,REQ20600,Kristy,Rodriguez,8.1,Rejected
CAND01816,REQ14743,Erika,Wood,1.6,Rejected
CAND01817,REQ11798,Breanna,Brown,1.8,Rejected
CAND01818,REQ17133,Gail,Dominguez,7.3,Rejected
CAND01819,REQ17568,Thomas,Anderson,18.9,Rejected
CAND01820,REQ16797,Bryan,Shepherd,6.1,Rejected
CAND01821,REQ00993,Connie,Edwards,2.1,Rejected
CAND01822,REQ17854,Anthony,Sanchez,5.9,Rejected
CAND01823,REQ12573,Veronica,Miller,2.4,Rejected
CAND01824,REQ05854,John,Green,8.0,Rejected
CAND01825,REQ20459,Katherine,Rice,2.8,Interviewing
CAND01826,REQ04641,Jonathan,Cooper,1.8,Rejected
CAND01827,REQ13907,Anna,Jennings,1.8,Rejected
CAND01828,REQ06257,Jonathon,Harris,1.0,Rejected
CAND01829,REQ04831,Monica,Powell,18.2,Rejected
CAND01830,REQ20464,Brandy,Richardson,7.3,Rejected
CAND01831,REQ17391,Robert,Hernandez,19.1,Rejected
CAND01832,REQ02938,Elizabeth,Vaughn,18.8,Rejected
CAND01833,REQ15084,David,Giles,7.4,Rejected
CAND01834,REQ02665,Kenneth,Thompson,2.8,Offer Extended
CAND01835,REQ24019,Thomas,White,19.9,Rejected
CAND01836,REQ02036,Lee,Gonzalez,18.7,Rejected
CAND01837,REQ17712,James,Hall,11.5,Rejected
CAND01838,REQ23566,Christian,Kelly,7.6,Rejected
CAND01839,REQ15832,Tammy,Cole,1.8,Rejected
CAND01840,REQ11122,Jeffrey,Meyer,9.6,Rejected
CAND01841,REQ19828,Sarah,Wright,0.3,Rejected
CAND01842,REQ06352,Larry,Todd,17.3,Interviewing
CAND01843,REQ17149,Timothy,Torres,16.8,Rejected
CAND01844,REQ18350,Lisa,Andrews,7.1,Rejected
CAND01845,REQ03469,Sarah,Espinoza,19.1,Rejected
CAND01846,REQ03162,Gwendolyn,Cox,14.9,Rejected
CAND01847,REQ19142,Ryan,Jones,13.5,Rejected
CAND01848,REQ20587,Kathy,Schmidt,14.6,Rejected
CAND01849,REQ04479,Kevin,Cole,10.0,Rejected
CAND01850,REQ18461,Joel,Brown,6.7,Offer Extended
CAND01851,REQ18519,Cheryl,Glass,11.5,Rejected
CAND01852,REQ01735,Christopher,Robinson,8.8,Interviewing
CAND01853,REQ00729,Kevin,Blackburn,2.0,Rejected
CAND01854,REQ20082,Debra,Wolf,2.4,Rejected
CAND01855,REQ16337,Terri,Carlson,16.2,Rejected
CAND01856,REQ02959,William,White,3.4,Rejected
CAND01857,REQ19718,Cody,Blackwell,12.7,Hired
CAND01858,REQ00336,Sarah,Khan,5.1,Rejected
CAND01859,REQ01985,Jessica,Rodriguez,0.5,Interviewing
CAND01860,REQ01449,Terry,Miller,0.9,Interviewing
CAND01861,REQ13371,Matthew,Paul,19.6,Rejected
CAND01862,REQ22970,Michele,Ortega,3.9,Rejected
CAND01863,REQ01106,Anthony,Taylor,15.4,Rejected
CAND01864,REQ02945,Brittany,Turner,10.1,Hired
CAND01865,REQ04592,Patrick,Williamson,4.1,Rejected
CAND01866,REQ24713,James,Jones,11.8,Rejected
CAND01867,REQ04028,Scott,Martinez,2.8,Offer Extended
CAND01868,REQ07733,Edgar,Herring,19.3,Rejected
CAND01869,REQ23837,William,Lynch,19.1,Rejected
CAND01870,REQ15238,Joel,Smith,11.9,Rejected
CAND01871,REQ03824,Diane,Day,8.8,Rejected
CAND01872,REQ05624,Jessica,Munoz,15.7,Rejected
CAND01873,REQ03783,Dwayne,Perez,19.9,Rejected
CAND01874,REQ10607,Bruce,Smith,14.5,Rejected
CAND01875,REQ13729,Kiara,Young,13.8,Rejected
CAND01876,REQ14458,Robert,Rogers,15.8,Rejected
CAND01877,REQ10564,Daniel,Wilson,2.2,Rejected
CAND01878,REQ18513,Derek,Hines,3.7,Rejected
CAND01879,REQ02569,Veronica,Powell,2.1,Interviewing
CAND01880,REQ18216,Martin,Dixon,5.9,Rejected
CAND01881,REQ12768,Scott,Campbell,4.7,Hired
CAND01882,REQ17059,Ryan,Nolan,18.8,Rejected
CAND01883,REQ18288,Peter,Bowman,15.5,Rejected
CAND01884,REQ24987,Bruce,Taylor,12.9,Rejected
CAND01885,REQ22285,Jennifer,Medina,3.1,Rejected
CAND01886,REQ23632,Michele,Ward,8.8,Rejected
CAND01887,REQ24445,Thomas,Ramirez,11.3,Rejected
CAND01888,REQ13601,James,Little,2.9,Interviewing
CAND01889,REQ18767,Sara,Haynes,10.1,Rejected
CAND01890,REQ04974,Carla,Smith,11.5,Rejected
CAND01891,REQ21967,Lori,Quinn,1.4,Hired
CAND01892,REQ02061,Kevin,Robinson,2.1,Rejected
CAND01893,REQ03016,Gary,Howe,4.5,Interviewing
CAND01894,REQ21262,Nathan,Robinson,17.6,Rejected
CAND01895,REQ17749,Edward,Frank,18.8,Rejected
CAND01896,REQ05080,Walter,Dixon,11.7,Rejected
CAND01897,REQ23940,Patricia,Robinson,0.7,Interviewing
CAND01898,REQ10077,Calvin,Evans,12.7,Rejected
CAND01899,REQ22726,Travis,Sherman,14.3,Offer Extended
CAND01900,REQ01475,Heidi,Pittman,6.8,Rejected
CAND01901,REQ16551,Jeffrey,Ingram,1.4,Rejected
CAND01902,REQ09170,Brandon,Navarro,8.1,Rejected
CAND01903,REQ20600,Lindsey,Evans,14.8,Hired
CAND01904,REQ05183,Ashley,Mcdaniel,8.8,Rejected
CAND01905,REQ14544,Cody,Wheeler,2.8,Rejected
CAND01906,REQ19247,Joseph,Jenkins,2.8,Interviewing
CAND01907,REQ02059,John,Livingston,11.9,Hired
CAND01908,REQ09866,Brian,Lewis,13.0,Interviewing
CAND01909,REQ15840,Jennifer,Little,15.7,Rejected
CAND01910,REQ04378,Andrea,Long,17.8,Rejected
CAND01911,REQ03208,Matthew,Patel,19.4,Interviewing
CAND01912,REQ18971,Kevin,Miller,2.7,Interviewing
CAND01913,REQ11651,Amy,Gibson,2.4,Rejected
CAND01914,REQ22841,Tiffany,Christensen,16.3,Rejected
CAND01915,REQ18593,Alan,Glenn,5.0,Rejected
CAND01916,REQ19529,Robert,Tyler,13.4,Rejected
CAND01917,REQ10276,Brenda,Combs,19.6,Rejected
CAND01918,REQ24073,Daniel,Johnson,10.6,Rejected
CAND01919,REQ17608,Christine,Miller,16.2,Rejected
CAND01920,REQ13142,Jennifer,Michael,5.0,Rejected
CAND01921,REQ13500,Katrina,Graves,18.7,Rejected
CAND01922,REQ17904,Gary,Snow,19.4,Rejected
CAND01923,REQ22955,Samantha,Mendez,12.4,Interviewing
CAND01924,REQ13133,Amanda,Nielsen,8.2,Offer Extended
CAND01925,REQ03779,Dennis,Rollins,4.2,Rejected
CAND01926,REQ07533,Thomas,Adams,0.3,Rejected
CAND01927,REQ00576,Charlotte,Navarro,19.7,Rejected
CAND01928,REQ10578,Bradley,Flores,0.1,Rejected
CAND01929,REQ09294,Jonathan,Johnson,16.6,Interviewing
CAND01930,REQ17598,Christopher,Wallace,14.0,Rejected
CAND01931,REQ04804,Anthony,Smith,9.9,Rejected
CAND01932,REQ23482,Garrett,Peterson,9.5,Interviewing
CAND01933,REQ23377,Michael,Williams,4.5,Hired
CAND01934,REQ21667,Anthony,Watson,13.4,Rejected
CAND01935,REQ16380,Michael,Collins,12.8,Rejected
CAND01936,REQ15727,Larry,Humphrey,15.5,Interviewing
CAND01937,REQ09390,Rachel,Smith,2.0,Interviewing
CAND01938,REQ04767,Rachel,Turner,4.6,Rejected
CAND01939,REQ22097,Matthew,Robinson,15.9,Rejected
CAND01940,REQ01698,Rebecca,Hobbs,4.2,Rejected
CAND01941,REQ17487,Mary,Schneider,19.5,Rejected
CAND01942,REQ23798,Heidi,Fuller,17.3,Rejected
CAND01943,REQ04892,Tiffany,Scott,1.8,Rejected
CAND01944,REQ06476,Jillian,Smith,5.4,Rejected
CAND01945,REQ14039,William,Moore,16.2,Rejected
CAND01946,REQ15405,Jessica,Hunter,17.3,Hired
CAND01947,REQ04542,Austin,Taylor,19.4,Rejected
CAND01948,REQ12906,Nicholas,Long,0.9,Rejected
CAND01949,REQ22589,Christopher,Martin,5.0,Interviewing
CAND01950,REQ18331,Sylvia,Gray,14.3,Rejected
CAND01951,REQ14241,Ashley,Miller,11.0,Interviewing
CAND01952,REQ12969,Juan,Hopkins,3.4,Rejected
CAND01953,REQ07436,Kristin,Jones,9.8,Offer Extended
CAND01954,REQ21339,Laura,Vega,17.0,Hired
CAND01955,REQ22273,Jon,Baker,17.5,Rejected
CAND01956,REQ05744,Xavier,Gomez,10.9,Rejected
CAND01957,REQ04583,Lori,Johnson,8.0,Rejected
CAND01958,REQ22840,Andrew,Clark,11.3,Rejected
CAND01959,REQ08321,Michael,Terry,2.5,Offer Extended
CAND01960,REQ15043,Suzanne,Ruiz,1.9,Interviewing
CAND01961,REQ05456,Michael,Bryant,5.4,Rejected
CAND01962,REQ02624,Jonathan,Brown,4.3,Rejected
CAND01963,REQ01208,Joseph,Price,13.8,Rejected
CAND01964,REQ16101,Brian,Dickerson,6.9,Rejected
CAND01965,REQ02147,Melissa,Phillips,9.0,Rejected
CAND01966,REQ01084,Jennifer,Sosa,7.6,Rejected
CAND01967,REQ18155,Michael,Atkinson,8.2,Interviewing
CAND01968,REQ08979,Laura,Lambert,16.6,Rejected
CAND01969,REQ20613,Cristian,Farrell,5.6,Interviewing
CAND01970,REQ16404,Brian,Garcia,16.9,Rejected
CAND01971,REQ17917,Nathan,Haas,1.2,Hired
CAND01972,REQ21521,Dustin,Quinn,17.1,Rejected
CAND01973,REQ20378,Connor,Ross,18.8,Rejected
CAND01974,REQ19844,Anthony,Robertson,1.5,Interviewing
CAND01975,REQ14849,Carolyn,Martinez,5.2,Hired
CAND01976,REQ07523,Antonio,Henderson,18.7,Rejected
CAND01977,REQ06699,Kristy,Crawford,11.0,Rejected
CAND01978,REQ16348,Jamie,Davis,11.6,Offer Extended
CAND01979,REQ11493,Kimberly,Castro,14.6,Rejected
CAND01980,REQ24537,Jesse,Hudson,6.2,Hired
CAND01981,REQ19154,Krystal,Lee,3.4,Rejected
CAND01982,REQ01805,Mary,Booth,4.4,Interviewing
CAND01983,REQ15670,Robin,Berry,7.9,Rejected
CAND01984,REQ20049,Renee,Lewis,12.8,Interviewing
CAND01985,REQ04733,Edward,Delgado,6.7,Rejected
CAND01986,REQ19748,Julia,Harris,15.7,Hired
CAND01987,REQ21149,Stephanie,Johnson,19.0,Rejected
CAND01988,REQ15734,Robert,Dunn,11.6,Hired
CAND01989,REQ13390,Nicole,Fernandez,12.5,Rejected
CAND01990,REQ01698,David,Davis,19.8,Rejected
CAND01991,REQ05471,Allen,Green,6.5,Hired
CAND01992,REQ02414,Ronald,Zavala,14.9,Rejected
CAND01993,REQ24594,Shelly,Long,3.4,Rejected
CAND01994,REQ20956,Michael,Clayton,13.5,Rejected
CAND01995,REQ04529,Timothy,Spencer,19.6,Rejected
CAND01996,REQ07039,Christine,Romero,6.8,Hired
CAND01997,REQ16194,Robert,Noble,16.5,Interviewing
CAND01998,REQ10785,Steven,Smith,13.3,Interviewing
CAND01999,REQ14637,Jacob,Davidson,10.0,Interviewing
CAND02000,REQ08437,Andrew,Rice,19.5,Interviewing
CAND02001,REQ02057,Diana,Davila,7.7,Rejected
CAND02002,REQ00687,Jessica,Simmons,0.0,Rejected
CAND02003,REQ11622,Hunter,Kennedy,7.3,Rejected
CAND02004,REQ00479,Robert,Anderson,8.7,Rejected
CAND02005,REQ23640,Julie,Butler,8.2,Interviewing
CAND02006,REQ05926,Micheal,Dixon,0.1,Rejected
CAND02007,REQ20348,Sarah,Adkins,6.4,Offer Extended
CAND02008,REQ17559,Lawrence,Campbell,15.4,Rejected
CAND02009,REQ09079,Randy,Campbell,16.4,Rejected
CAND02010,REQ21828,Lisa,Williams,9.1,Rejected
CAND02011,REQ00007,Mary,Parker,1.3,Rejected
CAND02012,REQ13894,Erin,Harrison,3.5,Rejected
CAND02013,REQ15480,Marissa,Kim,13.5,Rejected
CAND02014,REQ06056,Monica,Rodriguez,6.8,Hired
CAND02015,REQ02368,Terri,Baker,11.8,Interviewing
CAND02016,REQ08963,Ashley,Brooks,8.5,Rejected
CAND02017,REQ03153,Heather,Stephenson,0.6,Rejected
CAND02018,REQ13215,Tammy,Evans,3.9,Rejected
CAND02019,REQ05000,Michelle,Miller,0.6,Rejected
CAND02020,REQ17774,Robert,Wilson,3.9,Rejected
CAND02021,REQ19861,David,Cabrera,0.9,Rejected
CAND02022,REQ06144,Kelly,Harmon,12.6,Rejected
CAND02023,REQ08567,Samantha,Sandoval,11.5,Interviewing
CAND02024,REQ06484,Alex,Garcia,15.8,Rejected
CAND02025,REQ21191,Anna,Miller,1.8,Rejected
CAND02026,REQ19707,Jeffrey,Moore,5.7,Rejected
CAND02027,REQ07844,Christina,Jones,9.9,Rejected
CAND02028,REQ20927,Kevin,Hill,4.7,Rejected
CAND02029,REQ20587,Amanda,Hogan,16.5,Rejected
CAND02030,REQ15926,Tammy,Jones,8.5,Rejected
CAND02031,REQ01473,Krystal,Webster,16.3,Offer Extended
CAND02032,REQ00868,Craig,Price,5.1,Rejected
CAND02033,REQ15089,Taylor,Miller,0.5,Offer Extended
CAND02034,REQ14027,Ryan,Holland,13.0,Rejected
CAND02035,REQ02798,Joe,Lee,12.5,Rejected
CAND02036,REQ01128,Ashley,Dorsey,9.2,Rejected
CAND02037,REQ23666,Nicholas,Stewart,9.4,Interviewing
CAND02038,REQ09419,Austin,Zimmerman,4.8,Hired
CAND02039,REQ17387,Andrea,Mendoza,17.6,Interviewing
CAND02040,REQ00798,Christina,Todd,8.9,Rejected
CAND02041,REQ23501,Christine,Lewis,14.6,Interviewing
CAND02042,REQ20191,William,Jones,15.9,Hired
CAND02043,REQ14743,Joanna,Johnson,17.2,Rejected
CAND02044,REQ05392,Kim,Gonzalez,16.3,Rejected
CAND02045,REQ07020,Gina,English,0.5,Rejected
CAND02046,REQ18821,Anna,Frazier,6.7,Rejected
CAND02047,REQ06056,Angela,Jenkins,4.2,Interviewing
CAND02048,REQ04342,Kristen,Fisher,18.6,Interviewing
CAND02049,REQ03186,Donna,Taylor,14.8,Rejected
CAND02050,REQ04726,James,Dominguez,16.9,Rejected
CAND02051,REQ02675,Sean,Clark,11.2,Rejected
CAND02052,REQ22850,Kimberly,Medina,17.1,Rejected
CAND02053,REQ11193,Lauren,Jackson,19.5,Rejected
CAND02054,REQ15462,Jennifer,Davis,0.7,Rejected
CAND02055,REQ10767,Jason,Nguyen,7.8,Hired
CAND02056,REQ17387,Sandra,Fowler,3.1,Hired
CAND02057,REQ15105,Janet,Carter,13.2,Rejected
CAND02058,REQ19653,James,Crawford,2.0,Rejected
CAND02059,REQ14337,Gabriella,Hahn,16.1,Rejected
CAND02060,REQ01898,Christine,Hartman,6.9,Rejected
CAND02061,REQ03104,Bryan,Rosales,16.1,Hired
CAND02062,REQ10747,Jennifer,Summers,13.9,Hired
CAND02063,REQ10252,Jasmine,Valencia,12.4,Interviewing
CAND02064,REQ14197,Heidi,Wright,2.8,Rejected
CAND02065,REQ18991,William,Johnson,16.4,Rejected
CAND02066,REQ21982,Lori,Whitaker,1.4,Rejected
CAND02067,REQ05867,James,Conley,10.7,Rejected
CAND02068,REQ01840,Erica,Freeman,3.0,Rejected
CAND02069,REQ03577,John,Payne,6.3,Rejected
CAND02070,REQ22928,James,Burnett,9.2,Interviewing
CAND02071,REQ23398,Jordan,Lee,14.5,Offer Extended
CAND02072,REQ20429,John,Oneal,7.6,Interviewing
CAND02073,REQ23223,Mandy,Gardner,9.5,Rejected
CAND02074,REQ07866,Denise,Lewis,19.0,Rejected
CAND02075,REQ14732,Angela,Curtis,14.7,Rejected
CAND02076,REQ07728,Timothy,Gonzales,5.6,Rejected
CAND02077,REQ21843,Richard,Ryan,12.5,Rejected
CAND02078,REQ12886,Christina,Richards,1.2,Rejected
